id	surname	firstname	name	alternativename	province	politicalparty	fullname	fathername	picture	website	email and homepage 1	parliament_start_date	email and homepage 2	email and homepage 3	email and homepage 4	contact_info
139	Κουρακης	 Αναστασιος	Αναστάσιος Κουράκης 	Τάσος Κουρακης	Α' ΘΕΣΣΑΛΟΝΙΚΗΣ	syriza	Κουράκης Στυλιανού Αναστάσιος (Τάσος)	Στυλιανού	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/kourakis_2.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=43e7fd54-6ad4-4997-92b9-16f6a6bc25e6	kourakis@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557
140	Κουρακος	 Ιωαννης	Ιωάννης Κουράκος		Β' ΠΕΙΡΑΙΩΣ	anel	Κουράκος Θωμά Ιωάννης	Θωμά			kourakos1@gmail.com	17/6/2014	http://www.ikourakos.gr			Κερατσίνι, Θυμ. Κατοχής 37, Τ.Κ. 18757 τηλ: 210 4950950, 4950033, FAX: 210 4970106.
141	Κουρουμπλης	 Παναγιωτης	Παναγιώτης Κουρουμπλής		Β' ΑΘΗΝΩΝ	syriza	Κουρουμπλής Ελευθερίου Παναγιώτης	Ελευθερίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/kouroumplis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=bd8b7e2b-656b-4489-9686-2c2d8f68f9fd	panagiotis@kouroumplis.gr	17/6/2014				Αθήνα, Νίκης & Απόλλωνος 1, Τ.Κ. 10557
142	Κουτσογιαννακοπουλος	 Κωστας	Κώστας Κουτσογιαννακόπουλος		ΦΘΙΩΤΙΔΑΣ	nd	Κουτσογιαννακόπουλος Ιωάννη Κωνσταντίνος	Ιωάννη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/koutsogiannakopouloskon.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=d44ac4e1-59b3-4439-bda2-b69a8fcf5f59	kkoutsog@parliament.gr;	17/6/2014	http://www.koutsogiannakopoulos.gr			Αθήνα, Βουλής 4, Τ.Κ. 105 62; τηλ: 210 3706355, FAX: 210 3706555; Λαμία, Λεωσθένους 12, Τ.Κ. 35100; τηλ: 22310 30005, FAX: 22310 30115
143	Κουτσουκος	 Γιαννης	Γιάννης Κουτσούκος		ΗΛΕΙΑΣ	pasok	Κουτσούκος Δημητρίου Γιάννης	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/koutsoukos_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=99345939-fe19-4580-8222-37521df70c19	j.koutsoukos@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3819403-4, 3709256, FAX: 210 3709259 Πύργος, 28ης Οκτωβρίου 11, Τ.Κ. 27100, τηλ: 26210 21972, FAX: 26210 21972
144	Κουτσουμπας	 Ανδρεας	Ανδρέας Κουτσούμπας		ΒΟΙΩΤΙΑΣ	nd	Κουτσούμπας Βασιλείου Ανδρέας	Βασιλείου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/koutsoubas.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=8e7b794f-8c2d-4e30-940a-d25a6ac5ec3e	kutsubad@otenet.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557; τηλ: 210 3709412, FAX: 210 3706410; Λιβαδειά, Φίλωνος 11, Τ.Κ. 32100, τηλ: 2261089771, FAX: 22610 89772.
145	Κοψαχειλης	 Τιμολεων	Τιμολέων Κοψαχείλης		ΓΡΕΒΕΝΩΝ	nd	Κοψαχείλης Αθανασίου Τιμολέων	Αθανασίου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=1980b06a-8428-43f2-b382-3103a0354d07	kopstim@hotmail.com;	17/6/2014	http://www.timoleonkopsahilis.gr			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557; τηλ: 210 3709556, Fax: 210 3709559; Γρεβενά, Ιουστινιανού 1, Τ.Κ. 51100; τηλ: 24620 83564, 83566 Fax: 24620 83565
146	Κρεμαστινος	 Δημητριος	Δημήτριος Κρεμαστινός		ΔΩΔΕΚΑΝΗΣΟΥ	pasok	Κρεμαστινός Θωμά Δημήτριος	Θωμά	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/Kremastinos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=53217be7-49d1-40a4-8418-a2fd20f5f791	kremastinos@gmail.com	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562 τηλ: 210 3706461, FAX: 210 3706061 Ρόδος, Καναδά 69, Τ.Κ. 85100 τηλ: 22410 20580, FAX: 22410 22320
147	Κριτσωτακης	 Μιχαηλ	Μιχαήλ Κριτσωτάκης		ΗΡΑΚΛΕΙΟΥ	syriza	Κριτσωτάκης Γεωργίου Μιχαήλ	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/KRITSOTAKISMICHALIS.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6dee9e3e-eb20-44aa-a712-2165edf65a60	mkrits@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562
148	Κυριαζιδης	 Δημητριος	Δημήτριος Κυριαζίδης		ΔΡΑΜΑΣ	nd	Κυριαζίδης Τριαντάφυλλου Δημήτριος	Τριαντάφυλλου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=059adf29-aa1e-4f4b-a8bd-12f2ac591e25	d.kyriazidis@parliament.gr;	17/6/2014	dimitris@kyriazidis.com			Αθήνα, Βουλής 4, Τ.Κ. 10562,; τηλ: 210 3706465, FAX: 210 3706065,; Δράμα, Ηπείρου 16; τηλ: 25210 39200, 47888, FAX: 25210 39210
149	Κυριακακης	 Βασιλειος	Βασίλειος Κυριακάκης		ΦΘΙΩΤΙΔΑΣ	syriza	Κυριακάκης Κωνσταντίνου Βασίλειος	Κωνσταντίνου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=a9f3ef8a-4802-4a6c-9511-59d46d1b71ed	v.kiriakakis@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562
150	Κυριτσης	 Γεωργιος	Γεώργιος Κυρίτσης		ΤΡΙΚΑΛΩΝ	dimar	Κυρίτσης Δημητρίου Γεώργιος	Δημητρίου			g.kyritsis@parliament.gr	17/6/2014	giorgos.kyritsis@gmail.com	http://www.giorgoskyritsis.gr		Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557 τηλ: 210 3709672, FAX: 210 3709677 Τρίκαλα, Απόλλωνος 8, Τ.Κ. 42100 τηλ: 24310 26242-3, FAX: 24310 26244
151	Κωνσταντινιδης	 Ευσταθιος	Ευστάθιος Κωνσταντινίδης 		ΦΛΩΡΙΝΗΣ	nd	Κωνσταντινίδης Γεωργίου Ευστάθιος	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/konstantinidis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=42a9e18f-f060-4e91-a578-1c00953ea2af	st.konstantinidis@parliament.gr;	17/6/2014	http://www.stathiskonstantinidis.gr			Αθήνα, Βουλής 4, Τ.Κ. 10562; τηλ: 210 3233202, 3706427, FAX: 210 3706027; Φλώρινα, Αρχ. Παπαθανασίου 4, Τ.Κ. 53100; τηλ: 23850 44760, 44770, FAX: 23850 44761; Αμύνταιο, Παύλου Μελά 2, Τ.Κ. 53200, τηλ: 23860 20166, 20153, FAX: 23860 24166
152	Κωνσταντινιδης	 Θεοδοσιος	Θεοδόσιος Κωνσταντινίδης		Α' ΘΕΣΣΑΛΟΝΙΚΗΣ	kke	Κωνσταντινίδης Νικολάου Θεοδόσιος	Νικολάου			kke@parliament.gr	17/6/2014				Αθήνα, Λεωφ. Ηρακλείου 145, Τ.Κ. 14231 τηλ: 210 2592111, FAX: 210 2592097, 3707410, 3707420, 3708168 Θεσσαλονίκη, Εγνατία 89, Τ.Κ. 54635, τηλ: 2310 286546, FAX: 2310 286580-1
153	Κωνσταντινοπουλος	 Οδυσσεας	Οδυσσέας Κωνσταντινόπουλος		ΑΡΚΑΔΙΑΣ	pasok	Κωνσταντινόπουλος Κωνσταντίνου Οδυσσέας	Κωνσταντίνου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=2b445a3c-2548-41fd-b188-86368cb99df9	arkadia_odysseas@yahoo.gr	17/6/2014		http://www.odysseasnet.gr		Αθήνα, Βουλής 4, Τ.Κ. 10562 τηλ: 210 3818561, 210 3706399, FAX: 210 3706599 Τρίπολη, Νεομάρτυρος Δημητρίου 1, Τ.Κ. 22100 τηλ: 2710 235650, FAX: 2710 235651
154	Κωνσταντοπουλος	 Γεωργιος	Γεώργιος Κωνσταντόπουλος		ΠΙΕΡΙΑΣ	nd	Κωνσταντόπουλος Λεωνίδα Γεώργιος	Λεωνίδα	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/kwnstantopoulos_l.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=ed14f5d7-2028-40f2-a61b-91f6138ee7be	gkonst9@otenet.gr;	17/6/2014	http://www.gkonstantopoulos.gr			Αθήνα, Σέκερη 1, Τ.Κ. 10671; τηλ: 210-3389859, FAX: 210 3675658; Κατερίνη, Α΄ πάροδος Τσιμισκή 9, Τ.Κ. 60100, τηλ:23510 77347 - FAX: 23510 77852
155	Κωνσταντοπουλου	 Ζωη	Ζωή Κωνσταντοπούλου		Α' ΑΘΗΝΩΝ	syriza	Κωνσταντοπούλου Νικολάου Ζωή	Νικολάου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=62cd33f2-ff20-43aa-8bf6-cedf23e3bfcd	zkonst@otenet.gr	17/6/2014				Αθήνα, Αραχώβης 19-21, Τ.Κ. 10680, τηλ: 210 3614801, FAX: 210 3604728
156	Λαγος	 Ιωαννης	Ιωάννης Λαγός 		Β' ΠΕΙΡΑΙΩΣ	xa	Λαγός Ευαγγέλου Ιωάννης	Ευαγγέλου			i.lagos@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439 τηλ: 210 3707963, FAX: 210 3707958
157	Λαζαριδης	 Χρυσανθος	Χρύσανθος Λαζαρίδης		ΕΠΙΚΡΑΤΕΙΑΣ	nd	Λαζαρίδης Αλεξάνδρου Χρύσανθος	Αλεξάνδρου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=79f31e44-1337-4e41-8c18-06766662fcfe	chlazaridis@yahoo.gr	17/6/2014				Αθήνα, .: Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021; Τηλ.: 2103385491-3385492,; Fax: 2103385280
158	Λαμπροπουλος	 Ιωαννης	Ιωάννης Λαμπρόπουλος		ΜΕΣΣΗΝΙΑΣ	nd	Λαμπρόπουλος Δημητρίου Ιωάννης	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/lampropoulos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=37fea05f-2eec-4056-9f41-06ecca311a8d	lampropoulos@parliament.gr;	17/6/2014	lampropk@otenet.gr			Αθήνα, Βουλής 4, Τ.Κ. 10562; τηλ: 210 3846191, 3301436, 3706449, 3706249 FAX: 210 3706049; Καλαμάτα, Αντωνοπούλου 9, Τ.Κ. 24100; τηλ: 27210 80822, 84282, FAX: 27210 84618
159	Λαμπρουλης	 Γεωργιος	Γεώργιος Λαμπρούλης		ΛΑΡΙΣΗΣ	kke	Λαμπρούλης Αριστείδη Γεώργιος	Αριστείδη			kke@parliament.gr	17/6/2014	lab_giorgos@hotmail.gr			Αθήνα, Περισσός, Ηρακλείου 145, 210 2592111. Λάρισα, Πανός 9, 2410 251878, fax 2410251888.
160	Λαφαζανης	 Παναγιωτης	Παναγιώτης Λαφαζάνης		Β' ΠΕΙΡΑΙΩΣ	syriza	Λαφαζάνης Γεωργίου Παναγιώτης	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/LAFAZANISPANAYIOTIS.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=bfe6610b-940d-4a8e-95dc-a90ef8de3495	lafazanis@syn.gr	17/6/2014				Αθήνα, Πλατεία Ελευθερίας 1, Τ.Κ. 10553
161	Λεονταριδης	 Θεοφιλος	Θεόφιλος Λεονταρίδης 		ΣΕΡΡΩΝ	nd	Λεονταρίδης Χρήστου Θεόφιλος	Χρήστου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/leontaridistheofilos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=25232a79-5b79-4268-96b8-b61850cbaa46	leontaridis@parliament.gr;	17/6/2014	http://www.leontaridis-theofilos.gr			Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706445, FAX: 210 3706045.; Σέρρες, Μεραρχίας 41, Τ.Κ. 62123, τηλ: 23210 54640, 54680, FAX: 23210 54640.
162	Λοβερδος	 Ανδρεας	Ανδρέας Λοβέρδος		Β' ΑΘΗΝΩΝ	pasok	Λοβέρδος Νικολάου Ανδρέας	Νικολάου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/avramidisgavriil.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6d6d25a4-53ab-40d2-84e0-830d3c6fca77	loverdos@hol.gr	17/6/2014	http://www.loverdos.gr			Αθήνα, Σταδίου 7, Τ.Κ. 10562, τηλ: 210 3314540, FAX: 210 3314541
163	Λυκουδης	 Σπυριδων	Σπύρος Λυκούδης		ΕΠΙΚΡΑΤΕΙΑΣ	dimar	Λυκούδης Διονυσίου Σπυρίδων	Διονυσίου			spyros.lykoudis@gmail.com	17/6/2014				Αθήνα, Αγ. Κωνσταντίνου 40, Τ.Κ. 10437, τηλ: 210 5214100, FAX: 210 5228873
164	Λυκουρεντζος	 Ανδρεας	Ανδρέας Λυκουρέντζος		ΑΡΚΑΔΙΑΣ	nd	Λυκουρέντζος Θεοφάνη Ανδρέας	Θεοφάνη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/likouretzosAndreas.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=56df7494-e292-477e-8dde-f5cc91c55a51	alikourentzos@nd.gr;	17/6/2014	lykouren@otenet.gr;	http://www.alykourentzos.gr		Αθήνα, τηλ: 210 3844550, 210 3844565; Τρίπολη, Δαρειώτου 12, Τ.Κ. 22100, τηλ: 2710 223972, FAX: 2710 232341
165	Μακρη	Ζέττα	Ζωή Μακρή		ΜΑΓΝΗΣΙΑΣ	nd	Μακρή Θεοδώρου Ευαγγέλου Ελένη	Θεοδώρου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/makri-theodoroueleni.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=61455908-929c-4971-871f-7d99def02b12	elmakri@parliament.gr;	17/6/2014	elmakthe@gmail.com			Αθήνα, Σέκερη 1, Τ.Κ. 10671, τηλ: 210 3675830, 210 3675630, FAX: 210 3675629; Λαμία, Ρήγα Φερραίου 30, Τ.Κ. 35100, τηλ: 22310 44900, 44901, FAX: 22310 44902
166	Μακρη	 Ραχηλ	Ραχήλ Μακρή 		ΚΟΖΑΝΗΣ	anel	Μακρή Κωνσταντίνου Ραχήλ	Κωνσταντίνου			rachil.makri@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706331, FAX: 210 3706531 Πτολεμαΐδα, 25ης Μαρτίου 36, Τ.Κ. 50200, τηλ: 24630 20841, FAX: 24630 20842
167	Μακρη-θεοδωρου	 Ελένη	Ελένη Μακρή-Θεοδώρου		ΦΘΙΩΤΙΔΑΣ	nd	Μακρή Μιχαήλ Ζωή (Ζέττα)	Μιχαήλ	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/makrizeta.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=73232487-597a-4ae6-ad22-27ad6305ab83	zettamakri@yahoo.gr;	17/6/2014	zetta.makri@parliament.gr;	http://www.zettamakri.gr		Βόλος, Κωνσταντά 129, TK: 38333, τηλ.: 24210 42082, 24210 71888 FAX: 24210 42069.; Αθήνα, Βουλής 4, ΤΚ: 10562, τηλ.: 210 370 6367 FAX: 210 370 6567.
168	Μανδρεκα	 Ασπασια	Ασπασία Μανδρέκα		ΦΩΚΙΔΟΣ	nd	Μανδρέκα Παναγιώτη Ασπασία	Παναγιώτη		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=f65b6878-79b9-4449-aba7-c1dfab16a2ed	aspasiamandreka@yahoo.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709561-2, FAX: 210 3709560; Άμφισσα, Εθν. Αντιστάσεως 20, Τ.Κ. 33100, τηλ: 22650 33350, FAX: 22650 33350
169	Μανη-παπαδημητριου	 Αννα	Άννα Μάνη-Παπαδημητρίου		ΠΙΕΡΙΑΣ	nd	Μάνη-Παπαδημητρίου Ευαγγέλου ΄Αννα	Ευαγγέλου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/mani-papadimitriou.png	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=593a67a2-2ff6-423a-94c3-38cb5a17c26c	annamani@otenet.gr	17/6/2014				Αθήνα, Σέκερη 1, T.K. 106 71, Tηλ. 210 3675816, 210 3675815, fax : 210 3675615.; Κατερίνη, Ξηρομερίτου 16, Τ.Κ. 60100,; τηλ. 2351034001, fax. 2351034811.
170	Μανιατης	 Ιωαννης	Ιωάννης Μανιάτης		ΑΡΓΟΛΙΔΟΣ	pasok	Μανιάτης Αναστασίου Ιωάννης	Αναστασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/MANIATIS3_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=e92b1ddc-91a6-4155-ad23-fbf8983d0d8a	i.maniatis@parliament.gr	17/6/2014				Αθήνα: Λ. Μεσογείων 119, τηλ. 210 6969868, 210 6969870-2, fax: 210 6969701. 'Αργος: Κορίνθου & Αγγελή Μπόμπου 2, 21200, τηλ. 27510-25555 fax: 27510-66813. Ναύπλιο: Ηρακλέους 10, 21100, τηλ. 2752099143-4.
171	Μαντας	 Χρηστος	Χρήστος Μαντάς		ΙΩΑΝΝΙΝΩΝ	syriza	Μαντάς Κωνσταντίνου Χρήστος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/mantas.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=65bed644-865d-4d4a-8dd8-01fa33e24f0e	chmantas@parliament.gr	17/6/2014				Αθήνα, Σέκερη 1, Τ.Κ. 10671
172	Μανωλακου	 Διαμαντω	Διαμάντω Μανωλάκου		Β' ΠΕΙΡΑΙΩΣ	kke	Μανωλάκου Εμμανουήλ Διαμάντω	Εμμανουήλ			kke@parliament.gr	17/6/2014				Αθήνα, Λεωφ. Ηρακλείου 145, T.K. 14231, τηλ: 210 2592111, FAX: 210 2592097,  3707410, 3707420, 3708168
173	Μαριας	 Επαμεινωνδας	Επαμεινώνδας Μαριάς 	Νότης Μαριας	ΗΡΑΚΛΕΙΟΥ	anel						17/6/2014				
174	Μαρινος	 Ανδρεας	Ανδρέας Μαρίνος		ΗΛΕΙΑΣ	nd	Μαρίνος Σπυρίδωνος Ανδρέας	Σπυρίδωνος	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/Marinos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=d12b9615-cfcf-40e2-94cb-0b20656bde91	andreasmarinos@parliament.gr	17/6/2014				Πύργος, Μιαούλη 6, 27100; τηλ.: +30 26210 22152, FAX: +30 26210 22033; Αθήνα, Σέκερη 1, 10671; τηλ.: +30 210 367 5806 - 5606, FAX: +30 210 367 5605
175	Μαρκογιαννακης	 Χρηστος	Χρήστος Μαρκογιαννάκης		ΧΑΝΙΩΝ	nd	Μαρκογιαννάκης Εμμανουήλ Χρήστος	Εμμανουήλ	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/MarkogiannakisChristos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=a8438ba2-03df-41e0-9640-66987add3063	ch.markogiannakis@yahoo.com;	17/6/2014	xmarkog@parliament.gr;	http://www.markogiannakis.gr		Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021, τηλ: 210 3708141,6, FAX: 210 3707880; Χανιά, Περίδου 9, Τ.Κ. 73100, τηλ: 28210 70003, FAX: 28210 93847
176	Μαρκοπουλος	 Κωνσταντινος	Κωνσταντίνος Μαρκόπουλος		ΕΥΒΟΙΑΣ	anel	Μαρκόπουλος Αθανασίου Κωνσταντίνος	Αθανασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/markopoulos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6b3f0ba1-2a19-49b0-8949-bf4062b00258	k.markopoulos@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562 τηλ: 210 3706359, FAX: 210 3706559; Χαλκίδα, Ελ. Βενιζέλου 8, T.K. 34100, τηλ: 22210 79840, 79850, FAX: 22210 76941
177	Μαρκου	 Αικατερινη	Αικατερίνη Μάρκου		Β' ΘΕΣΣΑΛΟΝΙΚΗΣ	dimar	Μάρκου Δημοσθένη Αικατερίνη	Δημοσθένη			k.markou@parliament.gr	17/6/2014	kmarkou.office@gmail.com			Γραφείο Αθήνας: Βουλής 4 10562 Αθήνα γρ. 510 Τηλ: 210 3706341 - 6141 Φαξ: 210 3706541 Γραφείο Θεσσαλονίκης: Πολυτεχνείου 37 54626 Θεσσαλονίκη 2ος όροφος Τηλ: 2310 551346 Φαξ: 2310 556834. Facebook: http://www.facebook.com/katerinadmarkou Youtube: http://www.youtube.com/user/KaterinaMarkou
178	Μαρτινου	 Γεωργια	Γεωργία Μαρτίνου		ΑΤΤΙΚΗΣ	nd	Μαρτίνου Αθανασίου Γεωργία	Αθανασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/martinougeorgia.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=ea9f7a14-9d90-4c05-9792-f1dd752b6088	grafeio.voulas@gmail.com	17/6/2014				Γλυφάδα, Γρηγορίου Λαμπράκη 69, Τ.Κ. 16675, τηλ: 2108956978, φαξ: 2108956998.
179	Ματθαιόπουλος	Αρτέμιος	Αρτέμης Ματθαιόπουλος		ΣΕΡΡΩΝ	nd	Ματθαιόπουλος Παύλου Αρτέμιος	Παύλου			matthaiopoulos@parliament.gr	17/6/2014				Αθήνα, Δηλιγιάννη 50, Τ.Κ. 10439, τηλ: 210 3707963, fax: 210 3707958. Βασ. Σοφίας 1, τηλ. 2103706225, fax: 2103706025.
180	Μεϊκόπουλος	 Αλέξανδρος	Αλέξανδρος Μεϊκόπουλος		ΜΑΓΝΗΣΙΑΣ	syriza	Μεϊκόπουλος Μιχαήλ Αλέξανδρος	Μιχαήλ	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/meikopoulosal.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=09292115-c3ed-4668-b3a8-4cf66ec0fa34	alexandros.meikopoulos@gmail.com	17/6/2014				Αθήνα, Βουλής 4, ΤΚ 10562, Τηλ. 210 3706421, fax 210 3706021.
181	Μειμαρακης	 Ευαγγελος-Βασιλειος	Ευάγγελος-Βασίλειος Μεϊμαράκης		Β' ΑΘΗΝΩΝ	nd	Μεϊμαράκης Ιωάννη Ευάγγελος - Βασίλειος	Ιωάννη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/meimarakisev.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=eb41b0cf-3eb8-42de-84ce-e2af5f33202b	info@meimarakis.gr;	17/6/2014	polgrmv@otenet.gr;	http://www.meimarakis.gr/		Αθήνα, Σόλωνος 113, Τ.Κ. 10678, τηλ: 210 3830103, 3822024, FAX: 210 3845609
182	Μελας	 Παναγιωτης	Παναγιώτης Μελάς		Α' ΠΕΙΡΑΙΩΣ	anel						17/6/2014				
183	Μηταρακης	 Παναγιωτης	Παναγιώτης Μηταράκης 	Νότης Μηταρακης	Α' ΑΘΗΝΩΝ	nd	Μηταράκης Αντωνίου Παναγιώτης (Νότης)	Αντωνίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/Mitarakisp.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=52ae19a3-769e-4e62-86f6-ffe922fc4d7a	office@mitarakis.gr;	17/6/2014	contact@mitarakis.gr;	http://www.mitarakis.gr/		Αθήνα, Σκουφά 50, Τ.Κ. 10672, τηλ: 210 3387230, FAX: 210 3387231
184	Μητροπουλος	 Αλεξιος	Αλέξιος Μητρόπουλος		ΑΤΤΙΚΗΣ	syriza	Μητρόπουλος Παναγιώτη Αλέξιος	Παναγιώτη		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6de86a55-fc05-4d51-bb5e-132952f09f06	amitropoulos@parliament.gr	17/6/2014				Αθήνα, Σίνα 36, 10672 Αθήνα
