"V1";"V2"
"1141";"): Ευχαριστούμε και εμείς. 
Προχωρούμε στην τέταρτη με αριθμό 1232/26-3-2013 επίκαιρη ερώτηση δεύτερου κύκλου του Βουλευτή Β΄ Πειραιά του Λαϊκού Συνδέσμου – Χρυσή Αυγή κ. Ιωάννη Λαγού προς τον Υπουργό Εθνικής Άμυνας, σχετικά με τη χορήγηση αδειών σε στελέχη των Ενόπλων Δυνάμεων, προκειμένου να συμμετέχουν σε προγράμματα μη κυβερνητικών οργανώσεων. 
Θα απαντήσει ο Υφυπουργός Εθνικής Άμυνας κ. Παναγιώτης Καράμπελας. 
Το λόγο έχει ο κ. Ιωάννης Λαγός, για να αναπτύξει την επίκαιρη ερώτησή του.";"Ιωάννης Δραγασάκης"
"1142";": Κύριε Πρόεδρε, κυρίες και κύριοι συνάδελφοι, κατ’ αρχάς, μια και το δικό μου θέμα είναι σε άμεση συνάρτηση με το προηγούμενο που ανέφερε ο κ. Αρβανίτης, θα ήθελα να σας πω, κύριε Υφυπουργέ, ότι θα ήταν ευχής έργον να ήταν τα πράγματα έτσι όπως τα λέτε, αλλά δυστυχώς δεν είναι. 
Όταν έχουμε δει να υπάρχει η εθνική καταστροφή της Κύπρου το 1974, όταν οι συνθήκες ήταν πολύ ευνοϊκές υπέρ της Ελλάδος και απέναντι στην Τουρκία –από το 1974 μέχρι τώρα τα πράγματα, όπως τα έχετε δει και τα ξέρετε πολύ καλύτερα από μένα, έχουν αλλάξει συντριπτικά εις βάρος μας- όταν έχουμε το πρόσφατο σχετικά παράδειγμα του 1996, όπου Τούρκοι μπήκαν σε ελληνικό έδαφος, ύψωσαν ελληνική σημαία, σκότωσαν τρεις αξιωματικούς μας και από ελληνικής πλευράς, δυστυχώς, δεν έπεσε ούτε ένας πυροβολισμός ούτε μία σφαίρα και όταν αυτό το έδαφος αυτήν τη στιγμή, από ελληνικό που ήταν, έχει γίνει, δυστυχώς, αμφισβητήσιμο, δεν μπορούμε να πιστέψουμε σε αυτά που λέτε, χωρίς να έχετε εσείς προσωπικά ευθύνη. Όμως, αυτή είναι η αλήθεια και δεν μπορούμε να τα ακούμε αυτά εδώ μέσα!
Nα συνεχίσω τώρα με το θέμα της δικής μου ερώτησης. Πριν από λίγες ημέρες, πριν από λίγο χρονικό διάστημα, είδαμε ότι έχει βγει μια διαταγή του ΓΕΕΘΑ σχετικά με τις άδειες απουσίας στελεχών για εθελοντική συμμετοχή σε προγράμματα μη κυβερνητικών οργανώσεων. Συγκεκριμένα, σημειώνει ότι τα μόνιμα στελέχη των Ενόπλων Δυνάμεων, που μετέχουν εθελοντικά για την παροχή βοήθεια -δεν το διαβάζω όλο- επιτρέπεται να λάβουν άδεια μετ’ αποδοχών διάρκειας μέχρι δυο ετών, που μπορεί να ανανεωθεί. Η άδεια αυτή χορηγείται ύστερα από εισήγηση της οικείας μη κυβερνητικής οργάνωσης και σύμφωνη γνώμη της Υπηρεσίας Διεθνούς Αναπτυξιακής Συνεργασίας. Η συμμετοχή στα ανωτέρω προγράμματα λαμβάνεται υπ’ όψιν και θεωρείται πρόσθετο προσόν για την προαγωγή και βεβαιούται με έγγραφο της μη κυβερνητικής οργάνωσης προς την ΥΔΑΣ. 
Αυτό για εμάς είναι σκάνδαλο! Δεν το ξέραμε! Εγώ, να σας πω την αλήθεια, μόλις το διάβασα πρώτη φορά, νόμιζα ότι δεν είναι έτσι και ότι υπάρχει κάτι άλλο -κάποια παράγραφος κ.λπ.- το οποίο να λέει κάτι άλλο εκεί μέσα. Το διαβάσαμε και είδαμε ότι είναι έτσι. Φανταστείτε πόσα πράγματα μαθαίνουμε σιγά-σιγά, τα οποία για εμάς, προσωπικά, είναι εξωφρενικά, όπως –το πιθανότερο- και για μεγάλο κομμάτι του ελληνικού λαού. 
Πώς περνάνε αυτά τα πράγματα; 
(Στο σημείο αυτό κτυπάει το κουδούνι λήξεως του χρόνου ομιλίας του κυρίου Βουλευτή)
Δεν θέλω να «φάω» το χρόνο. Θα έρθω στις ερωτήσεις που έχουμε να κάνουμε.
Με ποιο σκεπτικό δίνεται τέτοιας διάρκειας άδεια, μετ’ αποδοχών, για συμμετοχή σε προγράμματα μη κυβερνητικών οργανώσεων; Πώς επακριβώς εννοείται η « παροχή βοήθειας», με δεδομένο το ότι οι Ένοπλες Δυνάμεις, στο πλαίσιο του κοινωνικού τους έργου, συμβάλλουν αποτελεσματικά στην αντιμετώπιση έκτακτων καταστάσεων και φυσικών καταστροφών; Με ποιο σκεπτικό -εδώ είναι το σημαντικότερο- οι μη κυβερνητικές οργανώσεις και η ΥΔΑΣ εισηγούνται για ζητήματα των Ενόπλων Δυνάμεων;";"ΙΩΑΝΝΗΣ ΛΑΓΟΣ"
"1143";"): Κύριε Υπουργέ, έχετε το λόγο για τρία λεπτά.";"Ιωάννης Δραγασάκης"
"1144";" (Υφυπουργός Εθνικής Άμυνας): Σας ευχαριστώ, κύριε Πρόεδρε. 
Κυρίες και κύριοι Βουλευτές, η παγία διαταγή του ΓΕΕΘΑ, η 4-33, που αναφέρθηκε, κωδικοποιεί όλα τα νομοθετήματα βάσει των οποίων αξιωματικοί των Ενόπλων Δυνάμεων δύνανται να λαμβάνουν άδειες για το εξωτερικό μετ’ αποδοχών. 
Το συγκεκριμένο νομοθετικό πλαίσιο της επίκαιρης ερώτησής σας καθορίζεται στο ν.2731/1999 «Ρύθμιση θεμάτων Διμερούς Κρατικής Αναπτυξιακής Συνεργασίας και Βοήθειας, ρύθμιση θεμάτων Μη Κυβερνητικών Οργανώσεων και άλλες διατάξεις». Συγκεκριμένα καθορίζεται τι είναι οι ΜΚΟ. Είναι μη κερδοσκοπικά νομικά πρόσωπα ιδιωτικού δικαίου, τα οποία έχουν ως αποστολή και αντικείμενο την παροχή επείγουσας ανθρωπιστικής, επισιτιστικής και αναπτυξιακής βοήθειας σε χειμαζόμενους πληθυσμούς στο εξωτερικό. Εγγράφονται στο μητρώο με μέριμνα της ΥΔΑΣ, της Υπηρεσίας Διεθνούς Αναπτυξιακής Συνεργασίας. 
Αυτή η υπηρεσία αποτελεί χωριστή διεύθυνση του Υπουργείου Εξωτερικών και υπάγεται απευθείας στον Υπουργό Εξωτερικών. Ευθύνεται για την εποπτεία, το συντονισμό και την προώθηση των δράσεων των ΜΚΟ στο εξωτερικό, που στοχεύουν σε επείγουσα παροχή βοήθειας σε χειμαζόμενους πληθυσμούς. 
Στον ίδιο νόμο προβλέπεται και η χορήγηση άδειας μέχρι δύο ετών σε όλους τους δημόσιους υπαλλήλους και υπαλλήλους του δημοσίου -νομικών προσώπων δημοσίου δικαίου και ιδιωτικού δικαίου του δημοσίου- καθώς και στα στελέχη των Ενόπλων Δυνάμεων και των Σωμάτων Ασφαλείας. Το κρίσιμο σημείο είναι: για αποστολές στο εξωτερικό και κατόπιν εγκρίσεως της στρατιωτικής υπηρεσίας. 
Οι ΜΚΟ και η ΥΔΑΣ δεν εισηγούνται για τη λειτουργία των Ενόπλων Δυνάμεων, αλλά για τα συγκεκριμένα πρόσωπα, που εθελοντικά δηλώνουν συμμετοχή σε τέτοιου είδους επιχειρήσεις. 
Το προσόν της υπηρεσίας τους, που λαμβάνεται υπ’ όψιν ως πρόσθετο προσόν προαγωγής, εντάσσεται στο πλαίσιο της γενικής πρόνοιας που ισχύει για όλους τους δημόσιους υπαλλήλους. Οι προαγωγές των αξιωματικών καθορίζονται από το εξειδικευμένο νομοθετικό πλαίσιο περί ιεραρχίας και προαγωγών και το οποίο, βέβαια, επικρατεί πάσης άλλης διατάξεως. 
Για να σας καθησυχάσω όμως, κύριε Βουλευτά, θα ήθελα να σας πω ότι η στρατιωτική υπηρεσία έχει στείλει από εφαρμογής του νόμου, σύμφωνα με τα στοιχεία τα οποία έχω, έναν αξιωματικό. Το 2011 έστειλε ένα γιατρό στο Μαυρίκιο, στο πλαίσιο της ΜΚΟ «Καρδιά για όλους», για είκοσι ημέρες. Η αποστολή, λοιπόν, ενός γιατρού για είκοσι μέρες δεν νομίζω ότι σημαίνει υποστελέχωση των Ενόπλων Δυνάμεων ή απειλή υποστελέχωσής τους. 
Τονίζω ότι η χορήγηση αυτής της άδειας δεν είναι υποχρεωτική για το Υπουργείο Άμυνας. Είναι δυνητική και συνυπογράφεται τόσο από τον κύριο Υπουργό των Εξωτερικών όσο και τον κύριο Υπουργό Εθνικής Άμυνας. 
Σας ευχαριστώ.";"ΠΑΝΑΓΙΩΤΗΣ ΚΑΡΑΜΠΕΛΑΣ"
"1145";"): Ευχαριστούμε και εμείς. 
Ο κ. Λαγός έχει το λόγο για να δευτερολογήσει.";"Ιωάννης Δραγασάκης"
"1146";": Ακριβώς αυτά που είπατε, κύριε Υφυπουργέ, λέμε και εμείς. Δεν είπαμε κάτι άλλο. 
Εδώ πάντως, όσον αφορά αυτό που είπατε, ότι είναι μόνο για αποστολή στο εξωτερικό για ανθρωπιστική βοήθεια, δεν περιορίζεται μόνο εκεί. Δεν λέει ότι δεν μπορεί να συμμετάσχει σε κάποιες άλλες μη κυβερνητικές οργανώσεις ο στρατιωτικός. 
Εγώ θέλω να σας ρωτήσω το εξής: Εδώ στην Ελλάδα ως επί το πλείστον, για να μην πω για όλες, αλλά η συντριπτική πλειοψηφία των μη κυβερνητικών οργανώσεων αποτελούν γάγγραινα για το ελληνικό κράτος. Παίρνουν εκατομμύρια ευρώ κάθε χρόνο και κάνουν ένα έργο αμφίβολο κάποιες από αυτές. Κάποιες άλλες δεν κάνουν καθόλου αμφίβολο έργο, όπως το Ελληνικό Παρατηρητήριο Συμφωνιών του Ελσίνκι, το οποίο μιλά για καταπιεζόμενη μακεδονική μειονότητα και το οποίο έχει αντεθνικές θέσεις στα πάντα. Δηλαδή, εκεί θα μπορούσε να πάει ένας στρατιωτικός μας, να λάβει μέρος, να συμμετάσχει δύο χρόνια, να πληρώνεται και μάλιστα, όταν θα του έρθει η διαδικασία για την προαγωγή, αυτό να θεωρείται και υπέρ του; Αυτό είναι εξωφρενικό!
Εμείς θα θέλαμε να πούμε ότι αυτό πρέπει να καταργηθεί. Ως Χρυσή Αυγή δεν το δεχόμαστε. Όταν μας δοθεί εμάς η δυνατότητα, θα κοιτάξουμε αυτά τα πράγματα να τα κόψουμε. Ο Έλληνας αξιωματικός και ειδικά εσείς έπρεπε να το ξέρετε και να το γνωρίζετε καλύτερα -πιστεύω ότι το γνωρίζετε καλύτερα, απλά είναι τέτοια η θέση σας που προσπαθείτε να υπερασπίσετε μια κατάσταση- δεν θα έπρεπε να κρίνεται βάσει αυτών των συνθηκών. Θα έπρεπε να κρίνεται βάσει αυτού που επιτελεί, σε αυτό που είναι επιφορτισμένος. Σιγά μη στέλνουμε Έλληνες αξιωματικούς και νυν στρατιωτικούς να βοηθούν στο εξωτερικό ή δεν ξέρω πού με μη κυβερνητικές οργανώσεις που έχουν ανθελληνικές στάσεις! 
Επίσης, πώς οι μη κυβερνητικές οργανώσεις εισηγούνται για θέματα αξιολόγησης προσωπικού; Είπατε προηγουμένως ότι δεν παρεμβαίνουν. Μα, πώς δεν παρεμβαίνουν; Όταν κάνουν εισήγηση για κάποιους αξιωματικούς, για κάποιους στρατιωτικούς που είναι εκεί, δεν είναι ένα είδος παρέμβασης αυτή; Εντάξει, σιγά μην πάρουν και τα ηνία, την αρχή και κάνουν ό,τι θέλουν και αυτοί εκεί μέσα. Αυτό είναι έμμεση παρέμβαση. Αυτό πρέπει να σταματήσει. Δεν έχουν καμμία δικαιοδοσία αυτοί οι άνθρωποι να κρίνουν Έλληνες στρατιωτικούς. Δεν υπάρχει κανένας τέτοιος λόγος, καμμία δικαιοδοσία και είναι ανεπίτρεπτο. 
Θα θέλαμε, λοιπόν, ως Κυβέρνηση να κοιτάξετε αυτό το πράγμα να το βγάλετε έξω. Είναι απαράδεκτο, σας το λέω και πάλι. Εμείς δεν πιστεύαμε στα μάτια μας, όταν ήρθε στα χέρια μας και το διαβάσαμε.";"ΙΩΑΝΝΗΣ ΛΑΓΟΣ"
"1147";"): Ο κύριος Υπουργός έχει το λόγο.";"Ιωάννης Δραγασάκης"
"1148";" (Υφυπουργός Εθνικής Άμυνας): Δεν θα απαντήσω γενικώς επί των ΜΚΟ, κύριε Πρόεδρε, αλλά επί της ερωτήσεως συγκεκριμένα. 
Επαναλαμβάνω, κύριε Βουλευτά, ότι οι άδειες μετ’ αποδοχών προβλέπονται από το ν. 2731/1999 και δεν είναι υποχρεωτικές για τη στρατιωτική υπηρεσία, είναι δυνητικές. Παρέχονται μόνο για την παροχή ανθρωπιστικής ή επισιτιστικής βοήθειας σε περίπτωση φυσικών καταστροφών ή άλλων εκτάκτων καταστάσεων αποκλειστικά και μόνο για το εξωτερικό. 
Η εισήγηση της ΜΚΟ και της Υπηρεσίας Διεθνούς Αναπτυξιακής Συνεργασίας περιορίζεται αποκλειστικά στα ίδια αυτά στελέχη που εθελοντικά ζήτησαν να συμμετάσχουν. Το πρόσθετο προσόν προαγωγής, όπως σας ανέφερα και στην πρωτολογία μου, δεν είναι τίποτα άλλο παρά γενική πρόνοια για όλους τους συμμετέχοντες στις οικείες αποστολές, τόσο για τους υπαλλήλους του δημοσίου, ή των νομικών προσώπων δημοσίου δικαίου αλλά και των νομικών προσώπων ιδιωτικού δικαίου όσο και για τα μόνιμα στελέχη των Ενόπλων Δυνάμεων και των Σωμάτων Ασφαλείας. 
Ειδικά όμως για τα μόνιμα στελέχη τα προσόντα για την προαγωγή τους, όπως προείπα, προβλέπονται στους οικείους νόμους περί ιεραρχίας και προαγωγών, δηλαδή στους νόμους 2439/1996, 3883/2010 και στο νομοθετικό διάταγμα 445/1974, οι οποίοι ως ειδικοί υπερισχύουν κάθε άλλης γενικής διάταξης. Συνεπώς το ότι εισηγούνται γενικώς επί προσωπικού των Ενόπλων Δυνάμεων, των αξιωματικών δεν εκφράζει -αν μου επιτρέπετε- την πλήρη αλήθεια. Εισηγούνται για το συγκεκριμένο ζήτημα των συγκεκριμένων εθελοντών. Εμείς μέχρι τώρα έχουμε στείλει έναν καρδιολόγο Αντισυνταγματάρχη για είκοσι μέρες, τον Μαυρίκη. Δεν έχω να πω τίποτε άλλο. 
Σας ευχαριστώ.";"ΠΑΝΑΓΙΩΤΗΣ ΚΑΡΑΜΠΕΛΑΣ"
"1149";"): Ευχαριστούμε κι εμείς. 
Κυρίες και κύριοι συνάδελφοι, έχω την τιμή να ανακοινώσω στο Σώμα ότι τη συνεδρίασή μας παρακολουθούν από τα άνω δυτικά θεωρία, τριάντα δύο μαθητές και μαθήτριες και δύο εκπαιδευτικοί συνοδοί τους από το Γυμνάσιο Νιγρίτας Σερρών, το δεύτερο τμήμα.
Η Βουλή τούς καλωσορίζει.
(Χειροκροτήματα απ’ όλες τις πτέρυγες της Βουλής)
Προχωρούμε στη δεύτερη με αριθμό 1223/26-3-2013 επίκαιρη ερώτηση πρώτου κύκλου της Βουλευτού Α΄ Αθήνας του Συνασπισμού Ριζοσπαστικής Αριστεράς-Ενωτικού Κοινωνικού Μετώπου κ. Μαρίας Μπόλαρη προς τον Υπουργό Υγείας, σχετικά με την υποβάθμιση του Γενικού Νοσοκομείου Πατησίων.
Στην ερώτηση θα απαντήσει ο Υπουργός Υγείας, κ. Λυκουρέντζος.
Ορίστε, κυρία Μπόλαρη, έχετε το λόγο για δύο λεπτά.";"Ιωάννης Δραγασάκης"
"1150";": Ευχαριστώ, κύριε Πρόεδρε. 
Καλησπέρα σας, κύριε Υπουργέ. Κατ’ αρχάς θα ήθελα να σας μεταφέρω κάποιες ερωτήσεις, μία απόφαση μάλλον, που προέρχεται από μία μεγάλη κινητοποίηση η οποία συνέβη πριν από μία εβδομάδα στην περιοχή των Πατησίων με αφορμή το κάλεσμα του Σωματείου των Εργαζομένων στο Γενικό Νοσοκομείο Πατησίων. Κύριε Υπουργέ, τα ερωτήματα είναι: Θα κλείσει το Γενικό Νοσοκομείο Πατησίων; Θα συνεχίσει η υποβάθμισή του; Θα έχει την τύχη του 7ου Θεραπευτηρίου του ΙΚΑ; Θα μείνει η μεγάλη περιοχή την οποία καλύπτει χωρίς ένα τοπικό δημόσιο νοσοκομείο; Και η απόφαση των κατοίκων και των εργαζόμενων της περιοχής είναι ότι δεν θα επιτρέψουν κάτι τέτοιο. 
Φαντάζομαι ότι ξέρετε, κύριε Υπουργέ, ότι από τις 15 Μαρτίου η καρδιολογική κλινική του Γενικού Νοσοκομείου Πατησίων δεν λειτουργεί. Επίσης, από τις 19 Μαρτίου δεν λειτουργεί και η παθολογική κλινική. Και όλα αυτά συμβαίνουν για τον απλό λόγο ότι μία γιατρός πήρε εκπαιδευτική άδεια για να μετεκπαιδευτεί στο Λαϊκό Νοσοκομείο, ένας άλλος επέστρεψε από το νοσοκομείο από το οποίο είχε μεταταχθεί στο Γενικό Νοσοκομείο των Θηβών κι ένας τρίτος, επικουρικός, με σύμβαση ορισμένου χρόνου κάνει επίσχεση εργασίας γιατί δεν πληρώνεται. 
Η μη λειτουργία αυτών των δύο κλινικών σημαίνει στην ουσία ότι το Γενικό Νοσοκομείο Πατησίων δεν κάνει ούτε την πρωινή εφημερία που του έχουν επιτρέψει οι αποφάσεις όχι μόνο της δικής σας υπουργίας αλλά και άλλων Υπουργών πριν από εσάς, που το έβγαλαν από τη γενική εφημερία. Και το έβγαλαν από τη γενική εφημερία, διότι τα κονδύλια για τις εφημερίες και η έλλειψη προσωπικού υποχρέωναν στην υποβάθμισή του. 
Είναι απαραίτητη, λοιπόν, εδώ και τώρα, η μεταφορά γιατρών. Επειδή μέχρι τη στιγμή που μιλάμε, σύμφωνα με ενημέρωση που έχει το σωματείο από την Αναπληρώτρια Διευθύντρια, κ. Μαΐσογλου, στην πραγματικότητα δεν έχει γίνει κανένα βήμα, σας ρωτάμε ποιο θα είναι αυτό το βήμα που θα επιτρέψει τουλάχιστον τις πρωινές εφημερίες.
Σας ρωτάμε συνολικότερα ποια είναι εκείνα τα μέτρα που θα επιτρέψουν στο Γενικό Νοσοκομείο Πατησίων να λειτουργήσει κανονικά, μια που οι διακόσιοι εξήντα τέσσερις εργαζόμενοι σε αυτό, οριακά αυτήν τη στιγμή, καλύπτουν τους ασθενείς που προστρέχουν στις εφημερίες και στα εξωτερικά του ιατρεία. 
Κύριε Υπουργέ, με 3,5% του ΑΕΠ που αυτήν τη στιγμή δίνετε στις δαπάνες υγείας, είναι σίγουρο ότι δεν θα μπορέσετε να αντεπεξέλθετε. Γι’ αυτόν το λόγο ακριβώς, το αίτημα είναι για συνολικότερη χρηματοδότηση του ΕΣΥ, για συνολικότερη χρηματοδότηση των δημόσιων νοσοκομείων και όλων των κέντρων υγείας. 
Αναφερόμενη στο Γενικό Νοσοκομείο Πατησίων, σας λέω ότι επείγει η επαναλειτουργία του. Αυτό, αυτήν τη στιγμή, σημαίνει άμεση πρόσληψη παθολόγων, καρδιολόγων και άλλου προσωπικού. 
Ευχαριστώ πολύ.";"ΜΑΡΙΑ ΜΠΟΛΑΡΗ"
"1151";"): Ευχαριστούμε κι εμείς. 
Το λόγο έχει ο κύριος Υπουργός.";"Ιωάννης Δραγασάκης"
"1152";" (Υπουργός Υγείας): Ευχαριστώ, κύριε Πρόεδρε.
 Το Νοσοκομείο Πατησίων παραμένει σε λειτουργία και θα παραμείνει. Υπάρχουν σοβαρά θέματα στο σύνολο του Εθνικού Συστήματος Υγείας και ως Υπουργός έχω το θάρρος και τη δύναμη να τα αναγνωρίζω. Δεν ωραιοποιώ καταστάσεις. Κυρίως, όμως, έχω τη δύναμη να αναγνωρίζω το που βρίσκεται η πατρίδα μου, η Ελλάδα, κάτω από ποιες συνθήκες λειτουργεί, τι πραγματικά συμβαίνει στην οικονομία μας και ποιοι λόγοι μας έφεραν μέχρι εδώ. Και έχω το θάρρος να υπερασπίζομαι τις επιλογές εκείνες που δεν θα οδηγήσουν την πατρίδα σε χειρότερες καταστάσεις. 
Τα προβλήματα δεν είναι των πολιτικών, δεν είναι των κομμάτων, δεν είναι των Υπουργών. Τα προβλήματα είναι προβλήματα του ελληνικού λαού, είναι προβλήματα της πατρίδας μας. Αν υποθέσουμε ότι στη θέση τη δική μου, κυρία συνάδελφε, ήσασταν εσείς, θα είχατε να διαχειριστείτε ακριβώς το ίδιο πρόβλημα. 
Και ποιο είναι το πρόβλημα; Το πρόβλημα είναι η αδυναμία εξεύρεσης πόρων. Διότι, οι υποσχέσεις είναι εύκολες. Η δημαγωγία, επίσης, είναι εύκολη. Ο λαϊκισμός είναι αφόρητος. Οι απαντήσεις απουσιάζουν στα αμείλικτα ερωτήματα: Με ποιους πόρους θα κατασκευάσουμε αυτό το μαγικό κόσμο που μπορεί ο καθένας να υπόσχεται ακόπως και ανεξόδως στον ελληνικό λαό; Απορία ψάλτου, βηξ; 
Μια Βουλευτής, η οποία κάνει αυτήν την ερώτηση στον Υπουργό, καλό θα ήταν να συνοδεύει τις προτάσεις της και με το κόστος και να μας πει όχι μόνο το κόστος των απαιτούμενων δαπανών, αλλά και από πού θα εξευρεθούν οι πόροι. 
Δυστυχώς, όμως, αυτό για πολλά χρόνια στην Ελλάδα –και όχι, εν προκειμένω, μόνο από εσάς- απουσιάζει. Σε αυτήν την πρακτική διολισθήσαμε όλες οι πολιτικές δυνάμεις της χώρας και φτάσαμε εδώ: αχαλίνωτη αντιπολίτευση, υποσχέσεις, εύκολος λαϊκισμός, χειροκροτήματα από εκείνους, οι οποίοι θέτουν αυτά τα αιτήματα το ένα μετά το άλλο. Η πραγματικότητα, όμως, απαιτεί απ’ όλους μας να αλλάξουμε συμπεριφορά και να είμαστε συγκεκριμένοι. 
Πρώτον, το Νοσοκομείο των Πατησίων, λοιπόν, δεν κλείνει. Δεύτερον, το Θεραπευτήριο του ΙΚΑ που έκλεισε, έπρεπε να κλείσει, όπως όλα αυτά τα θεραπευτήρια, διότι οι εργαζόμενοι δεν μπορεί να εργάζονται κάτω από άθλιες συνθήκες ούτε να προσφέρονται άθλιες υπηρεσίες σε χώρους που δεν τολμώ να χαρακτηρίσω ποιας μορφής. 
Τι έπαθαν οι εργαζόμενοι; Πήγαν σε καλύτερα νοσοκομεία και εργάζονται σε καλύτερο περιβάλλον. Οι ασθενείς που επισκέπτονται αυτά τα νοσοκομεία φιλοξενούνται σε καλύτερους χώρους. Αυτή είναι η αλήθεια. Απολύθηκε κανένας εργαζόμενος; Όχι. Υπάρχει ένας ασθενείς που δεν εξυπηρετείται; Όχι. «Έκλεισε, όμως, το 7ο Θεραπευτήριο». «Έκλεισε το 3ο Θεραπευτήριο». Εκεί έχετε μείνει ακόμα; Κοιτάξτε μπροστά. κοιτάξτε το μέλλον και τις ευθύνες που έχουμε όλοι. 
Εγώ απέναντι σε αυτές τις ευθύνες σας λέγω, λοιπόν, ότι για το ιατρικό και νοσηλευτικό προσωπικό υπάρχει μέριμνα. Θα προσληφθούν και επικουρικοί ιατροί και τακτικό προσωπικό, μόλις πάρουμε τις εγκρίσεις από τα συναρμόδια Υπουργεία. 
Θα ήθελα να πω και κάτι ακόμα. Εάν δεν είχαμε εγκρίνει την εκπαιδευτική άδεια, θα μου κάνατε ερώτηση «γιατί δεν εγκρίνουμε την εκπαιδευτική άδεια της ιατρού» ή όπως προ ημερών κάνατε ερώτηση -το κόμμα σας πάλι- «γιατί ο ιατρός από τη Θήβα βρίσκεται εδώ». 
Αυτά είναι αλήθειες. Όμως, καλό είναι –επειδή εγώ δεν έχω λόγους να αντιδικώ μαζί σας στο ότι δεν νοιάζεστε πραγματικά, το δέχομαι ότι και εσείς και άλλοι συνάδελφοί σας νοιάζεστε για το καλό του Εθνικού Συστήματος Υγείας- να υπάρχει και ένα μέτρο απέναντι στην κριτική που ασκείται στην Κυβέρνηση και στο συγκεκριμένο Υπουργείο.
Σας ευχαριστώ.";"ΑΝΔΡΕΑΣ ΛΥΚΟΥΡΕΝΤΖΟΣ"
"1153";"): Ευχαριστούμε και εμείς. 
Το λόγο έχει η κ. Μπόλαρη για τη δευτερολογία της για δύο λεπτά.";"Ιωάννης Δραγασάκης"
